weather_id,airport_code,weather_date,weather_condition,temperature_c,visibility_km,wind_speed_kmh,delay_risk
11795,ARN,2025-04-25,Cloudy,27.1,6.8,29,Medium
11796,ARN,2025-04-26,Rain,-2.9,5.4,20,Medium
11797,ARN,2025-04-27,Fog,23.6,0.4,5,High
11798,ARN,2025-04-28,Sunny,23.9,8.7,15,Low
11799,ARN,2025-04-29,Rain,16.5,4.3,30,Medium
11800,ARN,2025-04-30,Snow,11.5,2.3,26,High
11801,ARN,2025-05-01,Fog,0.6,1.4,13,High
11802,ARN,2025-05-02,Sunny,13.2,8.3,16,Low
11803,ARN,2025-05-03,Snow,27.8,2.9,20,High
11804,ARN,2025-05-04,Fog,21.5,0.7,8,High
11805,ARN,2025-05-05,Snow,27.4,2.3,48,High
11806,ARN,2025-05-06,Cloudy,27.0,7.8,20,Medium
11807,ARN,2025-05-07,Rain,0.6,3.4,21,Medium
11808,ARN,2025-05-08,Cloudy,10.4,6.4,16,Medium
11809,ARN,2025-05-09,Fog,27.4,1.4,20,High
11810,ARN,2025-05-10,Sunny,15.0,9.6,13,Low
11811,ARN,2025-05-11,Snow,6.1,1.0,28,High
11812,ARN,2025-05-12,Sunny,2.8,8.9,11,Low
11813,ARN,2025-05-13,Fog,22.0,1.7,11,High
11814,ARN,2025-05-14,Snow,1.9,2.0,32,High
11815,ARN,2025-05-15,Cloudy,21.8,7.3,18,Medium
11816,ARN,2025-05-16,Rain,19.3,2.3,31,Medium
11817,ARN,2025-05-17,Fog,2.5,1.5,10,High
11818,ARN,2025-05-18,Fog,12.5,0.5,12,High
11819,ARN,2025-05-19,Snow,27.1,2.7,25,High
11820,ARN,2025-05-20,Snow,22.3,1.6,23,High
11821,ARN,2025-05-21,Snow,4.7,2.7,29,High
11822,ARN,2025-05-22,Fog,-2.2,1.8,19,High
11823,ARN,2025-05-23,Rain,-4.8,2.1,40,Medium
11824,ARN,2025-05-24,Cloudy,23.8,6.3,11,Medium
11825,ARN,2025-05-25,Snow,1.7,2.6,25,High
11826,ARN,2025-05-26,Cloudy,-3.6,5.2,25,Medium
11827,ARN,2025-05-27,Fog,7.6,0.4,10,High
11828,ARN,2025-05-28,Snow,17.2,2.5,34,High
11829,ARN,2025-05-29,Fog,0.6,0.5,9,High
11830,ARN,2025-05-30,Cloudy,11.4,5.8,20,Medium
11831,ARN,2025-05-31,Sunny,1.1,8.3,19,Low
11832,ARN,2025-06-01,Cloudy,14.9,7.0,13,Medium
11833,ARN,2025-06-02,Cloudy,28.9,5.4,14,Medium
11834,ARN,2025-06-03,Rain,8.8,3.9,32,Medium
11835,ARN,2025-06-04,Snow,25.7,2.2,35,High
11836,ARN,2025-06-05,Sunny,23.6,8.8,11,Low
11837,ARN,2025-06-06,Rain,10.0,3.7,22,Medium
11838,ARN,2025-06-07,Rain,5.2,2.5,36,Medium
11839,ARN,2025-06-08,Snow,6.8,2.5,29,High
11840,ARN,2025-06-09,Sunny,28.4,8.3,9,Low
11841,ARN,2025-06-10,Fog,23.3,0.9,16,High
11842,ARN,2025-06-11,Fog,-1.5,0.3,16,High
11843,ARN,2025-06-12,Snow,26.0,2.2,21,High
11844,ARN,2025-06-13,Sunny,29.2,8.4,16,Low
11845,ARN,2025-06-14,Sunny,9.0,9.0,17,Low
11846,ARN,2025-06-15,Rain,19.0,5.1,25,Medium
11847,ARN,2025-06-16,Cloudy,22.3,7.6,29,Medium
11848,ARN,2025-06-17,Sunny,2.1,8.7,19,Low
11849,ARN,2025-06-18,Snow,11.5,2.7,22,High
11850,ARN,2025-06-19,Rain,-0.5,4.4,35,Medium
11851,ARN,2025-06-20,Cloudy,-3.3,5.2,25,Medium
11852,ARN,2025-06-21,Rain,-0.6,4.4,32,Medium
11853,ARN,2025-06-22,Snow,2.0,1.3,49,High
11854,ARN,2025-06-23,Cloudy,8.5,5.3,10,Medium
11855,ARN,2025-06-24,Rain,-2.1,4.2,20,Medium
11856,ARN,2025-06-25,Sunny,28.4,9.4,8,Low
11857,ARN,2025-06-26,Fog,25.2,0.8,15,High
11858,ARN,2025-06-27,Rain,6.6,2.5,29,Medium
11859,ARN,2025-06-28,Cloudy,23.2,7.4,23,Medium
11860,ARN,2025-06-29,Rain,0.7,4.4,23,Medium
11861,ARN,2025-06-30,Fog,6.7,1.7,18,High
11862,ARN,2025-07-01,Sunny,25.0,8.0,13,Low
11863,ARN,2025-07-02,Sunny,20.2,8.0,10,Low
11864,ARN,2025-07-03,Cloudy,13.3,7.7,28,Medium
11865,ARN,2025-07-04,Rain,27.0,2.7,34,Medium
11866,ARN,2025-07-05,Rain,21.2,2.6,27,Medium
11867,ARN,2025-07-06,Sunny,24.3,9.6,14,Low
11868,ARN,2025-07-07,Cloudy,21.8,5.1,12,Medium
11869,ARN,2025-07-08,Sunny,3.6,9.9,9,Low
11870,ARN,2025-07-09,Sunny,27.2,8.8,12,Low
11871,ARN,2025-07-10,Snow,-3.9,2.0,30,High
11872,ARN,2025-07-11,Snow,6.5,1.5,21,High
11873,ARN,2025-07-12,Cloudy,21.7,5.8,21,Medium
11874,ARN,2025-07-13,Fog,18.1,1.8,15,High
11875,ARN,2025-07-14,Rain,13.5,4.6,40,Medium
11876,ARN,2025-07-15,Cloudy,21.2,5.2,24,Medium
11877,ARN,2025-07-16,Rain,-4.3,3.1,31,Medium
11878,ARN,2025-07-17,Fog,26.1,0.9,17,High
11879,ARN,2025-07-18,Rain,14.4,2.8,28,Medium
11880,ARN,2025-07-19,Cloudy,-0.3,7.4,29,Medium
11881,ARN,2025-07-20,Cloudy,20.1,5.7,27,Medium
11882,ARN,2025-07-21,Snow,25.4,2.1,39,High
11883,ARN,2025-07-22,Cloudy,25.5,7.7,10,Medium
11884,ARN,2025-07-23,Sunny,19.4,9.7,14,Low
11885,ARN,2025-07-24,Fog,2.5,1.4,7,High
11886,ARN,2025-07-25,Rain,6.8,4.6,35,Medium
11887,ARN,2025-07-26,Snow,17.0,1.5,25,High
11888,ARN,2025-07-27,Sunny,9.9,9.0,16,Low
11889,ARN,2025-07-28,Sunny,4.6,8.2,9,Low
11890,ARN,2025-07-29,Fog,16.2,1.8,10,High
11891,ARN,2025-07-30,Rain,26.3,2.8,39,Medium
11892,ARN,2025-07-31,Snow,2.8,0.7,45,High
11893,ARN,2025-08-01,Rain,-4.7,2.2,40,Medium
11894,ARN,2025-08-02,Fog,19.7,1.4,17,High
11895,ARN,2025-08-03,Cloudy,-1.5,5.1,15,Medium
11896,ARN,2025-08-04,Fog,0.8,1.2,19,High
11897,ARN,2025-08-05,Cloudy,10.7,7.9,22,Medium
11898,ARN,2025-08-06,Snow,19.3,1.5,48,High
11899,ARN,2025-08-07,Fog,-0.2,0.4,10,High
11900,ARN,2025-08-08,Sunny,13.2,9.8,9,Low
11901,ARN,2025-08-09,Rain,-4.9,4.6,22,Medium
11902,ARN,2025-08-10,Fog,26.7,1.4,12,High
11903,ARN,2025-08-11,Cloudy,11.2,5.3,21,Medium
11904,ARN,2025-08-12,Snow,1.8,1.9,38,High
11905,ARN,2025-08-13,Sunny,27.0,9.7,13,Low
11906,ARN,2025-08-14,Fog,9.4,0.3,9,High
11907,ARN,2025-08-15,Snow,19.8,1.7,20,High
11908,ARN,2025-08-16,Cloudy,3.1,5.8,29,Medium
11909,ARN,2025-08-17,Rain,-1.6,3.8,31,Medium
11910,ARN,2025-08-18,Fog,27.2,1.1,5,High
11911,ARN,2025-08-19,Cloudy,3.4,6.2,27,Medium
11912,ARN,2025-08-20,Cloudy,18.6,6.9,17,Medium
11913,ARN,2025-08-21,Sunny,30.0,8.3,12,Low
11914,ARN,2025-08-22,Rain,22.1,4.7,31,Medium
11915,ARN,2025-08-23,Cloudy,21.8,5.1,27,Medium
11916,ARN,2025-08-24,Sunny,-2.6,8.9,20,Low
11917,ARN,2025-08-25,Rain,-4.2,5.1,37,Medium
11918,ARN,2025-08-26,Sunny,12.8,9.2,20,Low
11919,ARN,2025-08-27,Cloudy,7.8,7.8,26,Medium
11920,ARN,2025-08-28,Cloudy,19.7,6.9,30,Medium
11921,ARN,2025-08-29,Sunny,10.2,9.5,7,Low
11922,ARN,2025-08-30,Cloudy,20.4,7.6,18,Medium
11923,ARN,2025-08-31,Sunny,27.0,8.5,19,Low
11924,ARN,2025-09-01,Cloudy,-0.6,6.3,19,Medium
11925,ARN,2025-09-02,Cloudy,2.0,6.3,26,Medium
11926,ARN,2025-09-03,Sunny,7.4,9.8,6,Low
11927,ARN,2025-09-04,Rain,20.8,5.2,38,Medium
11928,ARN,2025-09-05,Fog,29.2,1.6,15,High
11929,ARN,2025-09-06,Fog,9.6,2.0,8,High
11930,ARN,2025-09-07,Sunny,17.9,9.9,16,Low
11931,ARN,2025-09-08,Cloudy,27.0,5.2,19,Medium
11932,ARN,2025-09-09,Fog,17.3,1.3,5,High
11933,ARN,2025-09-10,Cloudy,20.7,7.4,22,Medium
11934,ARN,2025-09-11,Sunny,4.7,8.5,20,Low
11935,ARN,2025-09-12,Sunny,27.9,10.0,10,Low
11936,ARN,2025-09-13,Rain,8.5,4.6,24,Medium
11937,ARN,2025-09-14,Rain,16.9,2.9,22,Medium
11938,ARN,2025-09-15,Fog,9.4,1.6,20,High
11939,ARN,2025-09-16,Rain,27.0,5.0,36,Medium
11940,ARN,2025-09-17,Cloudy,-1.5,6.4,26,Medium
11941,ARN,2025-09-18,Sunny,23.9,8.7,9,Low
11942,ARN,2025-09-19,Fog,-2.9,0.9,13,High
11943,ARN,2025-09-20,Snow,-3.8,1.1,37,High
11944,ARN,2025-09-21,Snow,-1.1,1.6,45,High
11945,ARN,2025-09-22,Rain,4.1,3.8,31,Medium
11946,ARN,2025-09-23,Snow,10.3,2.8,22,High
11947,ARN,2025-09-24,Rain,23.5,5.7,34,Medium
11948,ARN,2025-09-25,Snow,25.3,0.7,29,High
11949,ARN,2025-09-26,Fog,22.0,1.2,5,High
11950,ARN,2025-09-27,Cloudy,3.7,5.0,21,Medium
11951,ARN,2025-09-28,Cloudy,-2.3,6.7,21,Medium
11952,ARN,2025-09-29,Snow,2.3,2.3,24,High
11953,ARN,2025-09-30,Sunny,11.3,9.7,19,Low
11954,ARN,2025-10-01,Rain,21.6,4.6,22,Medium
11955,ARN,2025-10-02,Cloudy,8.1,7.2,15,Medium
11956,ARN,2025-10-03,Fog,25.4,1.2,8,High
11957,ARN,2025-10-04,Fog,5.9,1.2,11,High
11958,ARN,2025-10-05,Snow,26.6,1.8,47,High
11959,ARN,2025-10-06,Cloudy,16.1,6.6,11,Medium
11960,ARN,2025-10-07,Fog,11.3,1.8,9,High
11961,ARN,2025-10-08,Rain,21.3,2.5,33,Medium
11962,ARN,2025-10-09,Fog,13.6,1.5,9,High
11963,ARN,2025-10-10,Cloudy,14.7,5.2,15,Medium
11964,ARN,2025-10-11,Cloudy,1.6,6.0,16,Medium
11965,ARN,2025-10-12,Sunny,16.7,8.7,16,Low
11966,ARN,2025-10-13,Snow,23.7,2.0,32,High
11967,ARN,2025-10-14,Cloudy,12.8,5.1,22,Medium
11968,ARN,2025-10-15,Sunny,10.6,8.4,7,Low
11969,ARN,2025-10-16,Sunny,23.6,9.1,11,Low
11970,ARN,2025-10-17,Cloudy,28.3,5.5,30,Medium
11971,ARN,2025-10-18,Snow,20.0,2.1,27,High
11972,ARN,2025-10-19,Fog,21.4,1.1,11,High
11973,ARN,2025-10-20,Sunny,0.1,9.0,12,Low
11974,ARN,2025-10-21,Cloudy,-4.6,5.8,11,Medium
11975,ARN,2025-10-22,Snow,23.7,2.8,47,High
11976,ARN,2025-10-23,Rain,5.7,3.2,37,Medium
11977,ARN,2025-10-24,Fog,13.8,1.4,12,High
11978,ARN,2025-10-25,Snow,27.3,0.9,45,High
11979,ARN,2025-10-26,Cloudy,8.6,7.7,13,Medium
11980,ARN,2025-10-27,Cloudy,24.0,7.2,26,Medium
11981,ARN,2025-10-28,Snow,-1.4,2.3,44,High
11982,ARN,2025-10-29,Snow,19.8,1.2,25,High
11983,ARN,2025-10-30,Cloudy,4.2,5.5,14,Medium
11984,ARN,2025-10-31,Cloudy,13.6,5.6,25,Medium
11985,ARN,2025-11-01,Sunny,23.2,8.4,5,Low
11986,ARN,2025-11-02,Rain,28.2,2.7,21,Medium
11987,ARN,2025-11-03,Rain,-3.7,3.9,30,Medium
11988,ARN,2025-11-04,Sunny,22.6,9.0,13,Low
11989,ARN,2025-11-05,Fog,18.0,0.3,13,High
11990,ARN,2025-11-06,Fog,25.3,1.2,10,High
11991,ARN,2025-11-07,Rain,12.5,4.7,33,Medium
11992,ARN,2025-11-08,Rain,9.7,2.7,20,Medium
11993,ARN,2025-11-09,Cloudy,10.9,7.7,21,Medium
11994,ARN,2025-11-10,Cloudy,22.3,7.1,30,Medium
11995,ARN,2025-11-11,Sunny,21.8,9.0,6,Low
11996,ARN,2025-11-12,Snow,-2.2,1.8,40,High
11997,ARN,2025-11-13,Snow,22.0,2.5,24,High
11998,ARN,2025-11-14,Sunny,29.4,8.3,10,Low
11999,ARN,2025-11-15,Fog,-2.2,0.5,13,High
12000,ARN,2025-11-16,Cloudy,-0.3,5.4,17,Medium
12001,ARN,2025-11-17,Rain,24.0,4.5,25,Medium
12002,ARN,2025-11-18,Fog,15.0,1.8,6,High
12003,ARN,2025-11-19,Sunny,7.1,8.4,6,Low
12004,ARN,2025-11-20,Sunny,7.7,9.7,17,Low
12005,ARN,2025-11-21,Cloudy,18.6,5.5,26,Medium
12006,ARN,2025-11-22,Rain,18.1,4.3,24,Medium
12007,ARN,2025-11-23,Snow,24.6,0.7,42,High
12008,ARN,2025-11-24,Rain,15.4,5.4,33,Medium
12009,ARN,2025-11-25,Fog,13.7,0.3,9,High
12010,ARN,2025-11-26,Rain,25.6,4.3,36,Medium
12011,ARN,2025-11-27,Fog,19.4,0.6,10,High
12012,ARN,2025-11-28,Cloudy,23.1,5.6,25,Medium
12013,ARN,2025-11-29,Sunny,3.7,9.1,7,Low
12014,ARN,2025-11-30,Fog,25.0,1.5,18,High
12015,ARN,2025-12-01,Fog,27.5,1.5,19,High
12016,ARN,2025-12-02,Rain,15.1,4.0,20,Medium
12017,ARN,2025-12-03,Rain,13.4,3.0,25,Medium
12018,ARN,2025-12-04,Sunny,7.7,8.8,9,Low
12019,ARN,2025-12-05,Cloudy,29.4,5.7,29,Medium
12020,ARN,2025-12-06,Sunny,1.1,9.7,18,Low
12021,ARN,2025-12-07,Cloudy,8.6,7.5,11,Medium
12022,ARN,2025-12-08,Fog,26.0,0.9,11,High
12023,ARN,2025-12-09,Sunny,28.9,9.3,8,Low
12024,ARN,2025-12-10,Rain,29.3,3.2,28,Medium
12025,ARN,2025-12-11,Rain,18.0,3.1,28,Medium
12026,ARN,2025-12-12,Rain,18.1,5.7,40,Medium
12027,ARN,2025-12-13,Cloudy,10.4,6.9,19,Medium
12028,ARN,2025-12-14,Fog,14.4,0.4,20,High
12029,ARN,2025-12-15,Sunny,-0.1,9.6,17,Low
12030,ARN,2025-12-16,Rain,23.1,6.0,31,Medium
12031,ARN,2025-12-17,Cloudy,5.6,7.2,18,Medium
12032,ARN,2025-12-18,Sunny,15.4,9.6,5,Low
12033,ARN,2025-12-19,Sunny,22.1,9.8,20,Low
12034,ARN,2025-12-20,Sunny,12.6,9.2,11,Low
12035,ARN,2025-12-21,Sunny,24.5,9.9,6,Low
12036,ARN,2025-12-22,Fog,-2.2,0.5,14,High
12037,ARN,2025-12-23,Fog,27.1,0.4,19,High
12038,ARN,2025-12-24,Sunny,20.2,8.6,18,Low
12039,ARN,2025-12-25,Rain,16.8,5.0,28,Medium
12040,ARN,2025-12-26,Rain,25.0,2.2,32,Medium
12041,ARN,2025-12-27,Sunny,15.6,9.5,11,Low
12042,ARN,2025-12-28,Sunny,4.4,9.9,7,Low
12043,ARN,2025-12-29,Cloudy,2.1,6.4,27,Medium
12044,ARN,2025-12-30,Rain,26.3,3.1,37,Medium
12045,ARN,2025-12-31,Cloudy,29.7,6.7,26,Medium
12046,KWI,2025-01-01,Dust Storm,30.9,2.8,59,High
12047,KWI,2025-01-02,Hot,43.9,8.3,19,Low
12048,KWI,2025-01-03,Sunny,39.8,8.5,6,Low
12049,KWI,2025-01-04,Hot,27.7,10.0,16,Low
12050,KWI,2025-01-05,Dust Storm,26.7,5.0,44,High
12051,KWI,2025-01-06,Hot,28.9,8.2,6,Low
12052,KWI,2025-01-07,Hot,37.6,9.1,10,Low
12053,KWI,2025-01-08,Dust Storm,28.2,3.2,56,High
12054,KWI,2025-01-09,Hot,43.6,9.3,20,Low
12055,KWI,2025-01-10,Dust Storm,37.6,2.2,31,High
12056,KWI,2025-01-11,Clear,37.5,8.1,10,Low
12057,KWI,2025-01-12,Dust Storm,34.4,4.0,62,High
12058,KWI,2025-01-13,Clear,31.0,10.0,6,Low
12059,KWI,2025-01-14,Clear,28.7,8.7,14,Low
12060,KWI,2025-01-15,Hot,40.0,8.1,6,Low
12061,KWI,2025-01-16,Sunny,40.5,8.6,13,Low
12062,KWI,2025-01-17,Clear,27.6,8.9,8,Low
12063,KWI,2025-01-18,Hot,41.7,8.3,19,Low
12064,KWI,2025-01-19,Sunny,42.2,9.1,20,Low
12065,KWI,2025-01-20,Clear,36.8,8.1,6,Low
12066,KWI,2025-01-21,Dust Storm,46.3,1.0,40,High
12067,KWI,2025-01-22,Dust Storm,29.9,4.9,45,High
12068,KWI,2025-01-23,Hot,42.8,8.5,9,Low
12069,KWI,2025-01-24,Sunny,47.5,9.5,14,Low
12070,KWI,2025-01-25,Sunny,27.2,8.2,20,Low
12071,KWI,2025-01-26,Dust Storm,30.8,4.3,38,High
12072,KWI,2025-01-27,Sunny,40.0,8.2,15,Low
12073,KWI,2025-01-28,Hot,30.3,9.7,15,Low
12074,KWI,2025-01-29,Hot,43.3,9.1,14,Low
12075,KWI,2025-01-30,Dust Storm,46.1,4.0,64,High
12076,KWI,2025-01-31,Sunny,29.5,8.1,5,Low
12077,KWI,2025-02-01,Sunny,43.9,8.4,18,Low
12078,KWI,2025-02-02,Sunny,45.4,8.8,19,Low
12079,KWI,2025-02-03,Sunny,47.9,9.5,18,Low
12080,KWI,2025-02-04,Sunny,34.9,8.3,15,Low
12081,KWI,2025-02-05,Clear,35.0,9.7,9,Low
12082,KWI,2025-02-06,Clear,38.1,9.2,20,Low
12083,KWI,2025-02-07,Hot,45.1,9.3,5,Low
12084,KWI,2025-02-08,Clear,43.5,9.8,6,Low
12085,KWI,2025-02-09,Hot,47.4,8.4,14,Low
12086,KWI,2025-02-10,Hot,44.6,9.7,14,Low
12087,KWI,2025-02-11,Dust Storm,38.7,3.4,36,High
12088,KWI,2025-02-12,Dust Storm,28.7,4.6,63,High
12089,KWI,2025-02-13,Sunny,29.1,9.4,19,Low
12090,KWI,2025-02-14,Clear,30.8,9.6,19,Low
12091,KWI,2025-02-15,Hot,33.7,9.6,15,Low
12092,KWI,2025-02-16,Dust Storm,35.9,2.0,38,High
12093,KWI,2025-02-17,Sunny,31.2,9.7,20,Low
12094,KWI,2025-02-18,Dust Storm,31.5,3.1,58,High
12095,KWI,2025-02-19,Sunny,45.1,9.5,5,Low
12096,KWI,2025-02-20,Hot,36.0,8.5,16,Low
12097,KWI,2025-02-21,Clear,31.2,8.4,15,Low
12098,KWI,2025-02-22,Hot,40.7,9.7,7,Low
12099,KWI,2025-02-23,Dust Storm,29.4,1.5,48,High
12100,KWI,2025-02-24,Clear,34.1,8.7,20,Low
12101,KWI,2025-02-25,Hot,27.6,9.0,17,Low
12102,KWI,2025-02-26,Clear,34.1,8.3,17,Low
12103,KWI,2025-02-27,Hot,28.6,9.2,9,Low
12104,KWI,2025-02-28,Clear,43.5,9.3,12,Low
12105,KWI,2025-03-01,Dust Storm,26.3,2.9,69,High
12106,KWI,2025-03-02,Dust Storm,39.1,1.6,33,High
12107,KWI,2025-03-03,Clear,30.3,9.3,15,Low
12108,KWI,2025-03-04,Clear,31.0,9.8,10,Low
12109,KWI,2025-03-05,Clear,42.0,8.5,18,Low
12110,KWI,2025-03-06,Clear,39.1,8.6,19,Low
12111,KWI,2025-03-07,Clear,43.7,8.3,8,Low
12112,KWI,2025-03-08,Dust Storm,35.9,2.6,69,High
12113,KWI,2025-03-09,Clear,36.3,8.7,14,Low
12114,KWI,2025-03-10,Dust Storm,25.1,3.0,52,High
12115,KWI,2025-03-11,Hot,35.0,8.3,8,Low
12116,KWI,2025-03-12,Dust Storm,26.6,2.7,46,High
12117,KWI,2025-03-13,Sunny,37.4,8.0,5,Low
12118,KWI,2025-03-14,Hot,37.2,9.8,8,Low
12119,KWI,2025-03-15,Hot,34.3,8.2,14,Low
12120,KWI,2025-03-16,Sunny,36.0,8.7,16,Low
12121,KWI,2025-03-17,Sunny,39.7,9.1,12,Low
12122,KWI,2025-03-18,Dust Storm,46.6,3.6,31,High
12123,KWI,2025-03-19,Dust Storm,34.2,3.6,69,High
12124,KWI,2025-03-20,Clear,40.3,9.9,19,Low
12125,KWI,2025-03-21,Clear,28.4,9.3,8,Low
12126,KWI,2025-03-22,Hot,33.2,9.6,11,Low
12127,KWI,2025-03-23,Sunny,37.4,9.3,19,Low
12128,KWI,2025-03-24,Clear,28.5,8.6,13,Low
12129,KWI,2025-03-25,Hot,45.6,8.8,5,Low
12130,KWI,2025-03-26,Dust Storm,40.4,4.8,57,High
12131,KWI,2025-03-27,Hot,46.2,9.9,5,Low
12132,KWI,2025-03-28,Clear,41.2,8.9,7,Low
12133,KWI,2025-03-29,Hot,32.0,9.2,6,Low
12134,KWI,2025-03-30,Dust Storm,25.6,4.1,47,High
12135,KWI,2025-03-31,Clear,27.8,8.7,14,Low
12136,KWI,2025-04-01,Dust Storm,42.9,5.0,66,High
12137,KWI,2025-04-02,Clear,33.6,9.0,18,Low
12138,KWI,2025-04-03,Sunny,29.0,9.3,15,Low
12139,KWI,2025-04-04,Hot,32.8,9.2,10,Low
12140,KWI,2025-04-05,Clear,26.7,8.6,11,Low
12141,KWI,2025-04-06,Clear,43.7,9.8,20,Low
12142,KWI,2025-04-07,Sunny,46.3,8.8,15,Low
12143,KWI,2025-04-08,Clear,40.0,9.6,8,Low
12144,KWI,2025-04-09,Clear,33.0,9.0,12,Low
12145,KWI,2025-04-10,Clear,46.0,8.4,9,Low
12146,KWI,2025-04-11,Clear,40.5,9.2,18,Low
12147,KWI,2025-04-12,Dust Storm,40.2,4.4,33,High
12148,KWI,2025-04-13,Dust Storm,46.9,2.1,48,High
12149,KWI,2025-04-14,Hot,29.9,9.6,9,Low
12150,KWI,2025-04-15,Sunny,44.4,8.9,7,Low
12151,KWI,2025-04-16,Sunny,31.2,9.5,17,Low
12152,KWI,2025-04-17,Hot,36.4,8.4,15,Low
12153,KWI,2025-04-18,Dust Storm,37.2,4.4,60,High
12154,KWI,2025-04-19,Hot,32.5,8.9,7,Low
12155,KWI,2025-04-20,Sunny,29.1,8.7,6,Low
12156,KWI,2025-04-21,Hot,42.4,8.5,11,Low
12157,KWI,2025-04-22,Hot,31.3,9.2,10,Low
12158,KWI,2025-04-23,Dust Storm,43.9,3.6,53,High
12159,KWI,2025-04-24,Hot,34.9,9.6,6,Low
12160,KWI,2025-04-25,Dust Storm,43.5,3.3,56,High
12161,KWI,2025-04-26,Sunny,36.1,9.9,13,Low
12162,KWI,2025-04-27,Dust Storm,25.7,2.2,52,High
12163,KWI,2025-04-28,Dust Storm,36.2,3.2,67,High
12164,KWI,2025-04-29,Hot,45.5,8.4,5,Low
12165,KWI,2025-04-30,Sunny,29.6,9.2,15,Low
12166,KWI,2025-05-01,Sunny,35.7,8.7,7,Low
12167,KWI,2025-05-02,Sunny,45.6,9.5,9,Low
12168,KWI,2025-05-03,Hot,27.6,9.9,9,Low
12169,KWI,2025-05-04,Hot,34.7,8.0,12,Low
12170,KWI,2025-05-05,Hot,47.6,9.0,6,Low
12171,KWI,2025-05-06,Hot,46.3,9.2,9,Low
12172,KWI,2025-05-07,Hot,27.1,9.1,9,Low
12173,KWI,2025-05-08,Hot,46.4,9.7,7,Low
12174,KWI,2025-05-09,Clear,47.8,9.4,18,Low
12175,KWI,2025-05-10,Dust Storm,28.2,2.7,60,High
12176,KWI,2025-05-11,Dust Storm,44.6,4.4,30,High
12177,KWI,2025-05-12,Dust Storm,45.7,4.0,45,High
12178,KWI,2025-05-13,Clear,31.7,9.1,16,Low
12179,KWI,2025-05-14,Dust Storm,43.6,1.4,54,High
12180,KWI,2025-05-15,Sunny,35.3,8.5,19,Low
12181,KWI,2025-05-16,Sunny,38.0,9.0,12,Low
12182,KWI,2025-05-17,Dust Storm,37.7,1.8,57,High
12183,KWI,2025-05-18,Dust Storm,41.6,2.6,43,High
12184,KWI,2025-05-19,Dust Storm,35.7,1.2,32,High
12185,KWI,2025-05-20,Clear,34.1,9.4,20,Low
12186,KWI,2025-05-21,Clear,36.9,8.0,14,Low
12187,KWI,2025-05-22,Dust Storm,35.7,4.9,38,High
12188,KWI,2025-05-23,Dust Storm,47.2,2.4,63,High
12189,KWI,2025-05-24,Clear,42.8,9.2,6,Low
12190,KWI,2025-05-25,Dust Storm,46.9,4.4,69,High
12191,KWI,2025-05-26,Sunny,32.6,8.1,20,Low
12192,KWI,2025-05-27,Sunny,39.6,9.5,7,Low
12193,KWI,2025-05-28,Sunny,42.6,8.7,11,Low
12194,KWI,2025-05-29,Hot,33.2,8.5,15,Low
12195,KWI,2025-05-30,Hot,34.4,9.4,15,Low
12196,KWI,2025-05-31,Clear,27.1,9.1,8,Low
12197,KWI,2025-06-01,Sunny,45.8,8.6,5,Low
12198,KWI,2025-06-02,Clear,25.6,9.1,18,Low
12199,KWI,2025-06-03,Dust Storm,43.2,4.3,36,High
12200,KWI,2025-06-04,Sunny,34.4,9.8,8,Low
12201,KWI,2025-06-05,Clear,33.9,9.1,15,Low
12202,KWI,2025-06-06,Clear,38.4,9.7,15,Low
12203,KWI,2025-06-07,Clear,28.0,9.8,10,Low
12204,KWI,2025-06-08,Dust Storm,25.6,3.2,52,High
12205,KWI,2025-06-09,Clear,35.8,9.4,12,Low
12206,KWI,2025-06-10,Dust Storm,36.1,4.3,53,High
12207,KWI,2025-06-11,Sunny,38.6,9.2,8,Low
12208,KWI,2025-06-12,Dust Storm,41.0,3.6,37,High
12209,KWI,2025-06-13,Sunny,39.6,8.6,20,Low
12210,KWI,2025-06-14,Dust Storm,47.4,1.3,46,High
12211,KWI,2025-06-15,Dust Storm,33.6,4.7,69,High
12212,KWI,2025-06-16,Dust Storm,42.5,2.8,32,High
12213,KWI,2025-06-17,Dust Storm,25.5,1.0,63,High
12214,KWI,2025-06-18,Clear,37.0,9.2,20,Low
12215,KWI,2025-06-19,Hot,38.8,8.3,11,Low
12216,KWI,2025-06-20,Sunny,30.8,8.7,18,Low
12217,KWI,2025-06-21,Clear,38.2,8.2,14,Low
12218,KWI,2025-06-22,Dust Storm,40.2,1.1,69,High
12219,KWI,2025-06-23,Dust Storm,42.0,4.8,55,High
12220,KWI,2025-06-24,Sunny,40.4,8.6,14,Low
12221,KWI,2025-06-25,Clear,44.0,8.2,10,Low
12222,KWI,2025-06-26,Dust Storm,46.8,2.9,45,High
12223,KWI,2025-06-27,Dust Storm,47.0,4.5,63,High
12224,KWI,2025-06-28,Sunny,37.9,8.3,7,Low
12225,KWI,2025-06-29,Sunny,35.6,8.1,6,Low
12226,KWI,2025-06-30,Dust Storm,35.2,2.2,52,High
12227,KWI,2025-07-01,Sunny,43.7,8.1,19,Low
12228,KWI,2025-07-02,Hot,27.5,8.9,19,Low
12229,KWI,2025-07-03,Dust Storm,43.0,3.2,48,High
12230,KWI,2025-07-04,Clear,44.8,8.8,5,Low
12231,KWI,2025-07-05,Clear,33.4,8.2,6,Low
